acctnum,gender,first,last,book_,nonbook_,total_,purch,child,youth,cook,do_it,refernce,art,geog,subscribe
46522,F,9,9,15,13,28,1,1,0,0,0,0,0,0,no
46523,F,15,15,15,225,240,1,0,0,0,0,1,0,0,yes
46524,F,21,15,25,280,305,2,1,0,1,0,0,0,0,no
46525,F,11,9,29,35,64,2,0,0,0,0,0,1,1,no
46526,M/NB,39,11,65,140,205,5,0,1,0,1,1,1,1,no
46527,F,23,9,71,158,229,6,0,0,4,0,1,0,1,no
46528,F,49,29,72,316,388,6,1,0,1,0,1,2,1,yes
46529,M/NB,15,13,28,195,223,2,0,0,1,0,0,1,0,no
46530,F,59,35,105,298,403,9,1,0,3,2,0,2,1,no
46531,F,3,3,15,191,206,1,1,0,0,0,0,0,0,no
46532,F,9,3,23,108,131,2,2,0,0,0,0,0,0,no
46533,F,11,3,42,89,131,3,0,0,0,1,0,1,1,no
46534,M/NB,31,13,72,240,312,6,2,0,0,1,2,0,1,no
46535,F,19,9,45,200,245,4,1,0,3,0,0,0,0,no
46536,F,37,35,28,37,65,2,0,0,0,1,0,1,0,no
46537,F,11,3,25,279,304,2,1,0,1,0,0,0,0,no
46538,F,27,11,36,103,139,3,0,0,2,1,0,0,0,no
46539,F,31,23,23,247,270,2,2,0,0,0,0,0,0,no
46540,F,35,29,29,87,116,2,0,0,1,0,0,0,1,no
46541,F,29,15,46,303,349,4,0,1,1,0,2,0,0,no
46542,F,51,31,45,139,184,4,0,2,1,0,1,0,0,no
46543,F,47,11,90,179,269,8,2,1,1,2,0,2,0,no
46544,F,19,13,27,177,204,2,0,0,1,0,1,0,0,no
46545,F,31,23,25,212,237,2,1,0,1,0,0,0,0,no
46546,F,23,9,61,274,335,5,1,0,2,0,0,0,2,no
46547,F,39,11,60,174,234,5,1,2,0,0,0,0,2,no
46548,M/NB,51,25,117,250,367,10,3,1,0,1,2,0,3,no
46549,F,11,11,15,186,201,1,1,0,0,0,0,0,0,no
46550,F,29,9,104,180,284,9,1,1,2,2,1,0,2,no
46551,F,11,9,29,226,255,2,1,0,0,0,0,0,1,no
46552,F,25,15,38,36,74,3,0,0,1,0,0,2,0,no
46553,F,17,3,67,53,120,6,1,1,2,0,1,1,0,no
46554,M/NB,13,11,27,282,309,2,0,0,1,0,1,0,0,no
46555,F,41,35,24,22,46,2,0,1,1,0,0,0,0,no
46556,F,71,11,130,311,441,11,3,1,2,0,0,1,4,no
46557,F,15,11,28,280,308,2,0,0,1,0,0,1,0,no
46558,F,15,15,15,69,84,1,0,0,0,1,0,0,0,no
46559,F,41,27,34,169,203,3,0,2,1,0,0,0,0,no
46560,F,7,7,15,274,289,1,0,0,1,0,0,0,0,no
46561,M/NB,29,5,129,310,439,12,4,1,2,1,2,2,0,no
46562,F,5,5,15,194,209,1,0,1,0,0,0,0,0,yes
46563,M/NB,63,11,127,179,306,11,1,1,2,2,1,1,3,no
46564,F,39,17,72,239,311,6,2,1,0,0,0,2,1,no
46565,F,15,15,15,56,71,1,0,0,0,0,0,0,1,no
46566,M/NB,47,15,87,141,228,8,1,2,3,0,1,0,1,no
46567,F,31,11,46,149,195,4,2,1,0,0,0,0,1,no
46568,F,33,9,83,40,123,7,0,0,3,2,0,2,0,no
46569,M/NB,37,13,70,200,270,6,1,0,1,1,1,0,2,no
46570,M/NB,21,13,28,5,33,2,1,0,0,0,0,1,0,no
46571,M/NB,9,5,26,198,224,2,1,0,0,1,0,0,0,yes
46572,M/NB,37,13,71,173,244,6,2,0,1,1,0,1,1,no
46573,F,79,29,117,157,274,10,1,1,3,1,0,2,2,no
46574,M/NB,15,15,15,6,21,1,0,0,0,0,0,1,0,no
46575,M/NB,9,9,15,268,283,1,0,0,0,0,0,0,1,yes
46576,M/NB,29,13,57,245,302,5,1,1,0,2,0,0,1,no
46577,F,31,29,29,255,284,2,1,0,0,0,0,0,1,no
46578,M/NB,41,27,64,282,346,5,1,0,0,0,0,2,2,no
46579,M/NB,23,9,33,112,145,3,1,0,2,0,0,0,0,no
46580,F,15,15,15,256,271,1,0,0,1,0,0,0,0,no
46581,M/NB,67,33,65,229,294,6,1,1,1,2,1,0,0,no
46582,F,17,15,29,17,46,2,0,0,1,0,0,0,1,no
46583,M/NB,47,9,115,250,365,11,4,1,4,0,0,1,1,no
46584,M/NB,17,11,28,182,210,2,0,0,0,0,1,1,0,no
46585,F,9,9,15,179,194,1,0,0,1,0,0,0,0,no
46586,F,7,7,15,255,270,1,0,0,0,1,0,0,0,no
46587,F,17,9,26,174,200,2,0,0,1,1,0,0,0,no
46588,M/NB,29,11,60,199,259,5,2,0,1,0,0,1,1,no
46589,M/NB,19,7,76,278,354,6,0,0,2,1,0,2,1,no
46590,F,5,5,15,252,267,1,1,0,0,0,0,0,0,no
46591,M/NB,15,15,15,133,148,1,0,0,0,1,0,0,0,no
46592,F,11,11,15,3,18,1,0,0,0,1,0,0,0,no
46593,M/NB,31,7,91,178,269,8,3,1,0,1,0,2,1,no
46594,M/NB,29,15,64,293,357,5,0,0,1,0,2,1,1,no
46595,F,27,27,15,49,64,1,0,0,0,0,0,0,1,no
46596,M/NB,31,5,61,146,207,5,1,0,1,1,1,1,0,no
46597,F,27,27,15,96,111,1,0,1,0,0,0,0,0,no
46598,M/NB,11,9,24,115,139,2,1,1,0,0,0,0,0,no
46599,F,9,5,24,176,200,2,1,1,0,0,0,0,0,no
46600,F,11,7,28,115,143,2,0,0,1,0,0,1,0,no
46601,F,53,13,87,321,408,8,1,3,2,0,1,0,1,no
46602,F,7,7,15,282,297,1,0,0,0,0,1,0,0,no
46603,F,15,15,15,210,225,1,0,0,0,0,0,0,1,no
46604,F,19,13,23,231,254,2,2,0,0,0,0,0,0,no
46605,F,67,15,132,180,312,11,4,2,0,0,1,1,3,no
46606,M/NB,11,3,24,207,231,2,1,1,0,0,0,0,0,no
46607,F,45,11,81,84,165,7,2,1,0,1,1,2,0,no
46608,M/NB,45,5,139,291,430,12,2,0,3,4,1,0,2,no
46609,F,43,15,97,311,408,8,0,1,1,1,2,2,1,no
46610,F,9,1,27,33,60,2,1,0,0,0,1,0,0,no
46611,F,7,7,15,271,286,1,0,0,1,0,0,0,0,no
46612,F,51,9,98,172,270,9,3,1,3,0,0,0,2,no
46613,F,15,1,46,39,85,4,4,0,0,0,0,0,0,no
46614,F,21,17,25,252,277,2,0,0,2,0,0,0,0,no
46615,F,19,1,36,220,256,3,1,1,0,0,0,1,0,no
46616,F,17,9,27,232,259,2,0,0,1,0,1,0,0,no
46617,F,9,1,47,239,286,4,1,0,2,0,0,0,1,no
46618,F,11,9,25,96,121,2,1,0,1,0,0,0,0,no
46619,F,3,3,15,251,266,1,0,1,0,0,0,0,0,no
46620,F,11,11,15,290,305,1,0,0,1,0,0,0,0,no
46621,F,23,3,52,17,69,4,0,0,1,0,0,1,2,yes
46622,F,23,19,25,51,76,2,0,0,2,0,0,0,0,no
46623,F,47,1,86,233,319,8,2,0,3,2,0,1,0,no
46624,F,25,19,23,292,315,2,2,0,0,0,0,0,0,no
46625,M/NB,39,25,46,96,142,4,1,0,1,1,1,0,0,no
46626,F,33,13,92,257,349,8,1,0,3,1,1,2,0,no
46627,M/NB,25,23,25,192,217,2,0,1,1,0,0,0,0,no
46628,F,25,19,29,162,191,2,0,0,0,0,0,0,2,no
46629,F,23,9,44,93,137,4,2,1,0,0,1,0,0,no
46630,F,15,11,23,158,181,2,2,0,0,0,0,0,0,no
46631,F,9,1,26,257,283,2,1,0,0,1,0,0,0,no
46632,M/NB,7,7,15,213,228,1,0,1,0,0,0,0,0,no
46633,F,7,5,25,140,165,2,1,0,1,0,0,0,0,no
46634,M/NB,19,5,48,279,327,4,0,0,2,1,1,0,0,no
46635,M/NB,11,11,15,119,134,1,0,0,0,0,0,1,0,yes
46636,F,13,13,15,139,154,1,1,0,0,0,0,0,0,no
46637,F,11,11,15,117,132,1,0,0,0,0,1,0,0,no
46638,F,11,11,15,43,58,1,0,0,1,0,0,0,0,no
46639,F,11,7,26,253,279,2,1,0,0,1,0,0,0,no
46640,F,61,11,109,38,147,9,0,0,3,2,0,0,4,no
46641,F,49,9,80,255,335,7,1,1,4,0,0,1,0,no
46642,F,21,7,33,127,160,3,1,0,1,0,0,1,0,no
46643,F,47,15,93,218,311,8,1,1,2,1,0,2,1,no
46644,F,17,9,25,72,97,2,0,0,2,0,0,0,0,no
46645,F,27,9,79,321,400,7,3,1,0,0,1,1,1,no
46646,F,43,7,75,206,281,7,2,1,0,1,3,0,0,no
46647,F,29,13,32,97,129,3,2,1,0,0,0,0,0,no
46648,F,31,31,15,91,106,1,0,1,0,0,0,0,0,no
46649,F,31,25,25,87,112,2,1,0,1,0,0,0,0,no
46650,F,25,3,103,160,263,9,1,1,5,0,0,2,0,no
46651,F,55,19,114,142,256,10,1,1,4,0,2,0,2,no
46652,F,65,13,128,315,443,12,4,2,2,1,1,0,2,no
46653,M/NB,9,9,15,79,94,1,0,0,1,0,0,0,0,yes
46654,M/NB,13,9,25,224,249,2,0,1,1,0,0,0,0,yes
46655,M/NB,67,15,135,275,410,12,3,1,2,2,1,3,0,no
46656,M/NB,35,15,68,319,387,6,1,0,3,1,0,0,1,no
46657,M/NB,49,15,64,173,237,6,2,1,1,2,0,0,0,no
46658,M/NB,17,15,24,91,115,2,0,2,0,0,0,0,0,yes
46659,F,15,9,29,84,113,2,1,0,0,0,0,0,1,no
46660,F,13,13,15,154,169,1,0,0,0,1,0,0,0,no
46661,F,15,15,15,181,196,1,0,0,0,1,0,0,0,no
46662,M/NB,45,3,117,322,439,10,0,1,4,2,0,1,2,no
46663,M/NB,7,1,28,150,178,2,1,0,0,0,0,1,0,yes
46664,F,9,3,28,151,179,2,0,0,0,0,0,2,0,no
46665,F,43,15,109,119,228,10,1,2,3,1,2,1,0,no
46666,F,19,13,29,135,164,2,0,0,0,0,1,0,1,no
46667,F,9,9,15,32,47,1,0,0,0,0,0,1,0,no
46668,F,29,29,15,271,286,1,0,0,1,0,0,0,0,no
46669,M/NB,13,5,48,220,268,4,1,1,1,0,0,0,1,no
46670,F,1,1,15,281,296,1,0,0,0,1,0,0,0,no
46671,F,13,11,28,2,30,2,0,0,0,0,1,1,0,no
46672,F,33,13,98,221,319,9,2,1,3,1,0,1,1,no
46673,M/NB,13,9,23,165,188,2,2,0,0,0,0,0,0,yes
46674,F,45,11,83,316,399,8,2,2,2,2,0,0,0,no
46675,M/NB,37,3,74,30,104,6,2,0,0,1,1,0,2,no
46676,F,11,11,15,11,26,1,1,0,0,0,0,0,0,no
46677,M/NB,61,5,105,109,214,10,3,2,1,2,2,0,0,no
46678,F,19,11,27,153,180,2,0,1,0,0,1,0,0,no
46679,F,5,5,15,33,48,1,0,1,0,0,0,0,0,no
46680,M/NB,13,13,15,2,17,1,0,0,0,0,1,0,0,no
46681,F,7,7,15,242,257,1,1,0,0,0,0,0,0,no
46682,M/NB,35,7,99,160,259,8,1,0,1,0,1,2,3,yes
46683,M/NB,19,11,25,110,135,2,0,1,1,0,0,0,0,no
46684,F,9,9,15,209,224,1,0,0,1,0,0,0,0,no
46685,M/NB,15,11,25,196,221,2,1,0,1,0,0,0,0,no
46686,F,45,5,77,52,129,7,2,0,3,0,1,0,1,no
46687,F,65,11,98,277,375,9,2,1,3,0,1,2,0,no
46688,F,29,23,29,242,271,2,0,1,0,0,0,0,1,no
46689,M/NB,5,3,28,182,210,2,1,0,0,0,0,1,0,yes
46690,M/NB,15,1,70,242,312,6,0,1,1,2,1,1,0,no
46691,F,19,1,76,49,125,7,0,2,3,1,1,0,0,no
46692,F,3,3,15,194,209,1,1,0,0,0,0,0,0,no
46693,M/NB,65,11,115,251,366,10,1,0,5,3,0,0,1,no
46694,F,7,1,26,21,47,2,1,0,0,1,0,0,0,yes
46695,M/NB,39,29,58,120,178,5,2,0,1,1,0,0,1,no
46696,M/NB,17,9,25,234,259,2,1,0,1,0,0,0,0,no
46697,M/NB,17,11,29,51,80,2,0,0,1,0,0,0,1,yes
46698,F,25,13,37,239,276,3,0,1,1,0,0,1,0,no
46699,F,3,3,15,287,302,1,0,0,0,0,1,0,0,yes
46700,M/NB,49,5,132,223,355,12,2,1,4,4,0,0,1,no
46701,F,21,21,15,132,147,1,0,0,1,0,0,0,0,no
46702,F,9,9,15,232,247,1,0,0,1,0,0,0,0,no
46703,M/NB,27,11,61,272,333,5,0,0,2,2,0,0,1,no
46704,F,27,27,15,127,142,1,0,0,0,1,0,0,0,no
46705,M/NB,5,5,15,239,254,1,0,0,0,0,1,0,0,yes
46706,F,39,33,25,150,175,2,1,0,1,0,0,0,0,no
46707,M/NB,23,23,15,154,169,1,0,0,0,1,0,0,0,no
46708,M/NB,15,5,56,306,362,5,2,0,2,0,0,1,0,no
46709,F,35,11,52,27,79,5,2,1,2,0,0,0,0,no
46710,F,11,3,39,267,306,3,1,0,0,1,0,1,0,no
46711,M/NB,71,15,111,307,418,10,5,0,2,0,2,1,0,no
46712,M/NB,23,9,66,239,305,6,2,1,1,1,0,1,0,yes
46713,M/NB,15,9,26,276,302,2,0,0,1,1,0,0,0,no
46714,F,39,31,23,8,31,2,2,0,0,0,0,0,0,no
46715,F,11,11,15,206,221,1,0,0,0,0,0,1,0,yes
46716,F,25,11,75,121,196,7,2,2,1,0,2,0,0,no
46717,F,1,1,15,133,148,1,0,0,1,0,0,0,0,no
46718,F,31,9,60,66,126,5,1,0,2,0,0,1,1,no
46719,F,5,5,15,183,198,1,1,0,0,0,0,0,0,no
46720,M/NB,63,33,126,90,216,12,1,3,5,2,0,0,1,no
46721,M/NB,19,3,48,75,123,4,0,0,1,1,1,1,0,no
46722,F,11,3,28,265,293,2,0,0,0,0,1,1,0,no
46723,F,1,1,15,286,301,1,0,0,1,0,0,0,0,no
46724,M/NB,41,5,93,285,378,8,3,0,3,0,0,1,1,yes
46725,F,17,9,27,290,317,2,1,0,0,0,1,0,0,no
46726,F,45,1,130,330,460,11,3,0,2,2,0,0,4,yes
46727,F,7,7,15,216,231,1,0,0,0,1,0,0,0,no
46728,F,59,7,121,213,334,11,3,1,3,1,0,2,1,no
46729,F,15,15,15,280,295,1,1,0,0,0,0,0,0,no
46730,F,61,25,79,324,403,7,3,0,1,1,0,1,1,no
46731,F,15,7,24,260,284,2,1,1,0,0,0,0,0,no
46732,M/NB,29,27,28,27,55,2,0,1,0,0,0,1,0,no
46733,F,19,11,23,27,50,2,2,0,0,0,0,0,0,no
46734,M/NB,21,1,66,24,90,6,3,0,0,1,2,0,0,no
46735,M/NB,15,15,15,99,114,1,0,0,0,0,0,1,0,yes
46736,F,19,15,27,110,137,2,1,0,0,0,1,0,0,no
46737,F,13,13,15,256,271,1,1,0,0,0,0,0,0,no
46738,F,13,9,26,98,124,2,0,0,0,2,0,0,0,no
46739,M/NB,11,11,15,66,81,1,0,0,0,1,0,0,0,no
46740,F,37,21,61,306,367,5,1,1,1,0,0,1,1,no
46741,F,31,27,26,89,115,2,0,0,1,1,0,0,0,no
46742,M/NB,35,11,64,257,321,6,1,1,2,2,0,0,0,no
46743,F,11,9,25,269,294,2,0,0,2,0,0,0,0,no
46744,F,17,9,25,51,76,2,0,1,1,0,0,0,0,no
46745,M/NB,53,21,72,289,361,6,1,2,0,0,0,2,1,no
46746,F,3,3,15,276,291,1,0,0,1,0,0,0,0,no
46747,M/NB,5,1,29,101,130,2,0,0,1,0,0,0,1,no
46748,F,9,9,15,259,274,1,0,0,0,0,0,1,0,no
46749,M/NB,79,21,128,194,322,11,1,0,5,2,1,2,0,no
46750,M/NB,89,33,123,120,243,11,3,1,2,2,0,1,2,no
46751,M/NB,41,13,59,236,295,5,2,1,0,0,0,1,1,no
46752,M/NB,27,23,28,119,147,2,0,0,1,0,0,1,0,no
46753,M/NB,35,31,26,26,52,2,0,0,1,1,0,0,0,no
46754,M/NB,21,11,40,81,121,3,1,0,0,1,0,0,1,no
46755,F,5,5,15,271,286,1,1,0,0,0,0,0,0,yes
46756,F,45,1,108,110,218,9,1,0,1,3,1,1,2,no
46757,F,13,13,15,8,23,1,1,0,0,0,0,0,0,no
46758,F,11,3,29,239,268,2,1,0,0,0,0,0,1,no
46759,F,63,15,106,221,327,9,0,2,2,1,2,1,1,yes
46760,F,9,9,15,190,205,1,0,1,0,0,0,0,0,no
46761,F,81,11,140,240,380,12,4,2,2,0,0,1,3,no
46762,F,23,17,26,291,317,2,0,0,0,2,0,0,0,no
46763,F,1,1,15,17,32,1,0,1,0,0,0,0,0,no
46764,M/NB,11,9,25,217,242,2,1,0,1,0,0,0,0,no
46765,F,3,1,29,281,310,2,0,0,0,0,1,0,1,yes
46766,F,7,7,15,36,51,1,0,0,1,0,0,0,0,no
46767,F,19,15,29,92,121,2,1,0,0,0,0,0,1,no
46768,F,7,1,34,176,210,3,1,0,0,1,0,1,0,no
46769,M/NB,71,27,117,255,372,10,2,0,2,2,1,2,1,no
46770,M/NB,59,11,124,269,393,11,6,0,1,1,0,1,2,no
46771,M/NB,69,7,121,50,171,11,2,1,2,3,1,1,1,no
46772,M/NB,61,19,84,136,220,7,1,1,1,1,1,1,1,no
46773,F,11,11,15,101,116,1,0,0,0,0,0,0,1,no
46774,F,31,11,94,172,266,8,2,0,2,1,1,0,2,no
46775,M/NB,17,9,28,176,204,2,0,0,1,0,0,1,0,no
46776,M/NB,11,9,26,279,305,2,0,0,1,1,0,0,0,no
46777,F,23,11,35,193,228,3,0,0,3,0,0,0,0,no
46778,F,27,11,51,270,321,5,2,0,3,0,0,0,0,no
46779,M/NB,15,3,42,215,257,4,3,0,0,1,0,0,0,no
46780,F,1,1,15,246,261,1,0,0,0,0,0,1,0,yes
46781,M/NB,77,9,128,299,427,12,3,3,3,2,1,0,0,no
46782,M/NB,7,7,15,126,141,1,0,0,0,0,1,0,0,no
46783,F,7,7,15,74,89,1,0,0,0,0,0,1,0,no
46784,M/NB,25,9,37,267,304,3,1,0,0,0,0,1,1,yes
46785,F,13,13,15,278,293,1,0,0,0,0,0,0,1,no
46786,M/NB,35,9,64,185,249,5,0,0,1,1,0,0,3,no
46787,F,37,11,69,254,323,6,2,2,0,0,0,0,2,no
46788,M/NB,39,9,81,320,401,7,4,0,1,1,0,0,1,no
46789,F,5,5,15,194,209,1,1,0,0,0,0,0,0,no
46790,F,17,15,25,201,226,2,0,1,1,0,0,0,0,yes
46791,F,9,9,15,101,116,1,1,0,0,0,0,0,0,no
46792,F,43,29,56,167,223,5,1,2,1,0,0,0,1,no
46793,F,1,1,15,134,149,1,1,0,0,0,0,0,0,yes
46794,M/NB,37,23,58,103,161,5,2,0,1,1,0,0,1,no
46795,F,23,23,15,106,121,1,0,1,0,0,0,0,0,no
46796,F,5,5,15,257,272,1,0,0,1,0,0,0,0,no
46797,M/NB,39,23,83,32,115,7,2,0,2,0,1,0,2,no
46798,F,25,1,112,52,164,10,1,1,5,0,1,0,2,no
46799,F,47,11,131,296,427,12,2,2,6,0,0,1,1,no
46800,M/NB,67,13,121,111,232,10,4,0,1,1,0,2,2,no
46801,F,53,7,128,241,369,11,3,0,4,0,0,2,2,no
46802,M/NB,11,9,29,96,125,2,0,0,1,0,0,0,1,no
46803,F,17,11,28,2,30,2,0,0,0,0,1,1,0,no
46804,F,39,13,100,300,400,9,2,2,1,2,0,1,1,no
46805,F,11,11,15,205,220,1,0,0,0,0,0,1,0,no
46806,F,21,15,29,254,283,2,1,0,0,0,0,0,1,no
46807,M/NB,13,9,23,276,299,2,2,0,0,0,0,0,0,no
46808,F,1,1,15,182,197,1,0,0,0,0,0,0,1,no
46809,F,15,9,28,213,241,2,0,0,0,1,0,1,0,no
46810,F,11,5,29,120,149,2,0,0,1,0,0,0,1,no
46811,F,23,19,24,160,184,2,1,1,0,0,0,0,0,no
46812,F,9,9,15,242,257,1,1,0,0,0,0,0,0,no
46813,M/NB,27,25,29,57,86,2,0,0,0,0,1,0,1,no
46814,F,67,15,104,46,150,9,1,0,2,3,0,3,0,no
46815,M/NB,19,19,15,269,284,1,1,0,0,0,0,0,0,no
46816,F,13,13,15,187,202,1,0,0,0,0,0,1,0,no
46817,F,15,15,15,278,293,1,1,0,0,0,0,0,0,yes
46818,F,19,13,25,84,109,2,0,0,2,0,0,0,0,no
46819,M/NB,37,7,82,300,382,7,2,0,2,0,1,1,1,no
46820,F,53,7,120,274,394,11,3,1,5,0,0,1,1,no
46821,M/NB,45,29,77,295,372,7,0,1,4,1,1,0,0,no
46822,F,41,17,98,42,140,9,3,1,3,0,0,0,2,no
46823,F,3,3,15,158,173,1,0,0,0,1,0,0,0,no
46824,M/NB,21,15,27,189,216,2,0,0,0,1,1,0,0,no
46825,F,29,13,78,285,363,7,3,0,1,1,1,0,1,no
46826,F,15,7,39,156,195,3,0,1,1,0,0,0,1,no
46827,F,17,11,28,290,318,2,0,0,1,0,0,1,0,no
46828,F,15,15,15,111,126,1,0,0,0,0,0,0,1,no
46829,F,11,11,15,242,257,1,0,0,1,0,0,0,0,no
46830,F,25,1,119,307,426,10,4,0,3,1,0,1,1,no
46831,F,61,5,146,267,413,12,3,1,1,0,0,4,3,yes
46832,M/NB,21,1,114,243,357,10,3,1,1,0,3,0,2,yes
46833,M/NB,15,13,25,188,213,2,1,0,1,0,0,0,0,no
46834,F,9,3,25,67,92,2,1,0,1,0,0,0,0,no
46835,M/NB,17,15,28,18,46,2,0,0,1,0,0,1,0,yes
46836,F,3,1,26,226,252,2,0,1,0,1,0,0,0,no
46837,F,15,15,15,126,141,1,1,0,0,0,0,0,0,no
46838,M/NB,39,21,50,154,204,4,0,1,3,0,0,0,0,no
46839,M/NB,39,15,57,186,243,5,0,1,2,1,1,0,0,no
46840,M/NB,63,27,111,208,319,9,0,1,3,0,1,3,1,no
46841,F,31,31,15,233,248,1,0,0,0,0,0,0,1,no
46842,M/NB,93,25,135,71,206,12,2,2,1,4,0,0,3,no
46843,F,15,15,15,287,302,1,0,0,0,0,0,0,1,no
46844,F,21,9,34,247,281,3,1,1,1,0,0,0,0,no
46845,M/NB,15,15,15,93,108,1,1,0,0,0,0,0,0,no
46846,F,15,15,15,186,201,1,1,0,0,0,0,0,0,no
46847,F,15,15,15,216,231,1,0,0,1,0,0,0,0,no
46848,M/NB,11,11,15,107,122,1,0,0,0,0,1,0,0,no
46849,F,17,11,29,207,236,2,0,0,0,1,0,0,1,no
46850,M/NB,47,33,74,208,282,6,0,0,1,3,0,1,1,no
46851,F,11,5,25,220,245,2,1,0,1,0,0,0,0,no
46852,F,19,15,26,41,67,2,1,0,0,1,0,0,0,no
46853,F,15,15,15,119,134,1,0,0,1,0,0,0,0,no
46854,M/NB,53,3,123,58,181,11,2,1,1,2,3,1,1,no
46855,F,33,13,43,175,218,4,2,0,2,0,0,0,0,no
46856,F,47,29,73,132,205,7,2,0,4,0,1,0,0,no
46857,F,19,15,29,8,37,2,0,0,0,0,0,1,1,yes
46858,M/NB,59,25,74,264,338,6,2,0,1,0,0,1,2,yes
46859,F,9,9,15,158,173,1,0,0,0,1,0,0,0,no
46860,F,11,11,15,67,82,1,0,0,1,0,0,0,0,no
46861,M/NB,37,19,55,174,229,5,2,1,1,0,0,1,0,no
46862,F,33,5,80,148,228,7,1,1,1,1,0,2,1,no
46863,F,21,13,25,199,224,2,0,1,1,0,0,0,0,no
46864,M/NB,53,1,117,159,276,11,2,2,3,2,1,0,1,no
46865,M/NB,17,1,56,109,165,5,1,2,0,1,0,1,0,no
46866,M/NB,25,9,40,93,133,3,0,0,0,1,1,0,1,no
46867,F,17,13,29,300,329,2,0,0,1,0,0,0,1,no
46868,M/NB,33,13,119,158,277,10,1,1,0,4,0,2,2,no
46869,F,11,11,15,132,147,1,0,0,1,0,0,0,0,no
46870,F,5,3,29,95,124,2,1,0,0,0,0,0,1,no
46871,M/NB,39,9,58,246,304,5,1,0,1,1,0,0,2,no
46872,F,21,15,26,167,193,2,0,0,1,1,0,0,0,no
46873,M/NB,27,9,88,136,224,7,0,1,0,1,1,1,3,yes
46874,F,7,5,29,171,200,2,0,0,1,0,0,0,1,no
46875,M/NB,15,15,15,11,26,1,0,0,1,0,0,0,0,no
46876,F,35,9,73,299,372,7,3,1,2,0,0,1,0,no
46877,F,9,9,15,103,118,1,0,0,1,0,0,0,0,no
46878,F,51,9,104,81,185,9,4,0,2,1,0,1,1,no
46879,M/NB,59,15,142,177,319,12,3,0,4,2,1,1,1,no
46880,F,17,11,29,273,302,2,0,0,0,0,0,0,2,no
46881,F,79,27,102,251,353,9,2,1,3,0,0,0,3,no
46882,F,83,33,100,257,357,9,3,1,1,1,1,1,1,no
46883,M/NB,31,23,27,49,76,2,0,0,1,0,1,0,0,no
46884,F,67,13,124,230,354,12,4,3,3,0,0,0,2,no
46885,F,15,15,15,161,176,1,0,0,0,0,1,0,0,no
46886,F,51,33,88,213,301,8,2,0,4,0,0,1,1,no
46887,M/NB,57,9,96,63,159,9,5,0,3,0,1,0,0,no
46888,F,51,11,125,174,299,11,2,0,3,2,1,2,1,yes
46889,M/NB,41,9,128,249,377,11,2,2,0,2,2,1,2,no
46890,M/NB,31,27,25,255,280,2,1,0,1,0,0,0,0,no
46891,F,3,3,15,107,122,1,0,0,0,0,0,0,1,no
46892,M/NB,27,15,59,21,80,5,2,0,1,0,0,2,0,no
46893,F,25,25,15,93,108,1,1,0,0,0,0,0,0,no
46894,F,55,33,86,137,223,7,0,2,1,0,2,0,2,no
46895,F,33,25,27,103,130,2,0,0,1,0,1,0,0,no
46896,F,29,5,108,234,342,9,2,0,1,1,2,2,1,yes
46897,F,11,11,15,118,133,1,0,1,0,0,0,0,0,no
46898,F,15,13,28,28,56,2,0,0,0,0,0,2,0,no
46899,F,9,9,15,255,270,1,1,0,0,0,0,0,0,no
46900,F,51,29,60,26,86,5,2,0,1,0,0,1,1,no
46901,M/NB,59,31,63,264,327,6,2,0,1,3,0,0,0,no
46902,M/NB,11,11,15,241,256,1,1,0,0,0,0,0,0,no
46903,F,1,1,15,44,59,1,0,0,0,0,0,0,1,yes
46904,F,15,13,25,230,255,2,0,0,2,0,0,0,0,no
46905,M/NB,67,5,135,270,405,12,2,2,2,1,1,0,4,no
46906,F,43,9,114,220,334,10,5,0,1,1,1,1,1,no
46907,F,11,5,24,57,81,2,0,2,0,0,0,0,0,no
46908,F,15,9,25,156,181,2,1,0,1,0,0,0,0,no
46909,M/NB,59,15,88,180,268,8,0,2,4,1,0,0,1,no
46910,M/NB,27,7,63,24,87,5,0,1,1,1,0,1,1,no
46911,F,31,13,52,19,71,4,0,1,1,0,0,1,1,no
46912,M/NB,63,13,100,126,226,10,4,1,3,2,0,0,0,no
46913,F,13,1,36,282,318,3,1,1,0,0,0,1,0,no
46914,M/NB,17,7,56,215,271,5,1,1,1,0,0,0,2,no
46915,F,9,1,29,284,313,2,0,0,0,1,0,0,1,yes
46916,F,21,5,69,285,354,6,2,1,1,0,0,1,1,no
46917,F,7,7,15,65,80,1,0,0,1,0,0,0,0,no
46918,F,65,13,139,273,412,12,2,2,1,0,1,3,3,no
46919,M/NB,63,15,87,221,308,8,2,1,3,0,0,1,1,no
46920,F,7,7,15,55,70,1,0,0,0,1,0,0,0,no
46921,M/NB,55,29,124,142,266,11,3,0,4,0,3,0,1,no
46922,F,25,5,45,106,151,4,1,0,1,0,1,1,0,no
46923,F,1,1,15,292,307,1,0,0,0,1,0,0,0,no
46924,F,11,11,15,174,189,1,1,0,0,0,0,0,0,no
46925,F,35,3,121,80,201,10,0,1,3,1,1,2,2,no
46926,M/NB,31,9,97,84,181,8,0,1,2,2,0,1,2,yes
46927,F,9,9,15,153,168,1,0,0,0,1,0,0,0,no
46928,F,33,33,15,137,152,1,1,0,0,0,0,0,0,no
46929,F,25,3,45,263,308,4,1,1,0,0,0,2,0,no
